classtype	trackID	trackIDroberin	site	whaleID	age	year	month	day	hr	minute	sec	jDay	wCalf	ActivityState	Xroberin	Yroberin	utmE	utmN	vE	vN	v	a	tortuosity
whaleObs	0	7300501	North	J1	52	2003	7	30	5	9	24	52850.214861	No	Forage	870	1715	490141	5371095	0.000	0.000	0.000	0.000	0.000
whaleObs	0	7300501	North	J1	52	2003	7	30	5	10	19	52850.215509	No	Forage	856	1552	490036	5371220	-1.875	2.232	2.915	0.052	2.593
whaleObs	0	7300501	North	J1	52	2003	7	30	5	10	45	52850.215810	No	Forage	843	1477	489992	5371282	-1.692	2.385	2.924	0.009	0.191
whaleObs	0	7300501	North	J1	52	2003	7	30	5	11	4	52850.216019	No	Forage	837	1439	489969	5371314	-1.278	1.778	2.189	0.041	11.004
whaleObs	0	7300501	North	J1	52	2003	7	30	5	16	10	52850.219560	No	Forage	910	1046	489640	5371540	-1.075	0.739	1.304	0.003	25.116
whaleObs	0	7300501	North	J1	52	2003	7	30	5	16	22	52850.219711	No	Forage	904	1037	489638	5371551	-0.154	0.846	0.860	0.071	12.056
whaleObs	0	7300501	North	J1	52	2003	7	30	5	16	32	52850.219815	No	Forage	901	1028	489633	5371559	-0.556	0.889	1.048	0.045	25.936
whaleObs	0	7300501	North	J1	52	2003	7	30	5	16	41	52850.219931	No	Forage	907	1020	489623	5371561	-1.000	0.200	1.020	0.082	28.398
whaleObs	0	7300501	North	J1	52	2003	7	30	5	16	54	52850.220081	No	Forage	923	1018	489611	5371551	-0.923	-0.769	1.202	0.075	14.692
whaleObs	0	7300501	North	J1	52	2003	7	30	5	17	8	52850.220243	No	Forage	948	1028	489600	5371526	-0.786	-1.786	1.951	0.073	6.549
whaleObs	0	7300501	North	J1	52	2003	7	30	5	17	21	52850.220382	No	Forage	965	1031	489590	5371512	-0.833	-1.167	1.434	0.052	0.126
whaleObs	0	7300501	North	J1	52	2003	7	30	5	17	34	52850.220544	No	Forage	994	1036	489573	5371488	-1.214	-1.714	2.101	0.048	35.242
whaleObs	0	7300501	North	J1	52	2003	7	30	5	17	45	52850.220671	No	Forage	1002	1025	489560	5371490	-1.182	0.182	1.196	0.172	18.623
whaleObs	0	7300501	North	J1	52	2003	7	30	5	18	6	52850.220903	No	Forage	1029	1015	489534	5371478	-1.300	-0.600	1.432	0.040	11.236
whaleObs	0	7300501	North	J1	52	2003	7	30	5	18	20	52850.221076	No	Forage	1062	1015	489510	5371454	-1.600	-1.600	2.263	0.070	28.802
whaleObs	0	7300501	North	J1	52	2003	7	30	5	18	36	52850.221262	No	Forage	1078	995	489485	5371457	-1.563	0.188	1.574	0.112	27.482
whaleObs	0	7300501	North	J1	52	2003	7	30	5	18	49	52850.221412	No	Forage	1074	974	489473	5371475	-0.923	1.385	1.664	0.104	9.806
whaleObs	0	7300501	North	J1	52	2003	7	30	5	19	14	52850.221701	No	Forage	1079	930	489438	5371503	-1.400	1.120	1.793	0.022	9.806
whaleObs	0	7300501	North	J1	52	2003	7	30	5	19	35	52850.221944	No	Forage	1072	894	489418	5371533	-0.952	1.429	1.717	0.026	2.728
whaleObs	0	7300501	North	J1	52	2003	7	30	5	20	7	52850.222303	No	Forage	1049	817	489379	5371604	-1.258	2.290	2.613	0.029	1.301
whaleObs	0	7300501	North	J1	52	2003	7	30	5	20	32	52850.222604	No	Forage	1034	757	489347	5371657	-1.231	2.038	2.381	0.010	8.694
whaleObs	0	7300501	North	J1	52	2003	7	30	5	20	56	52850.222882	No	Forage	1036	688	489297	5371704	-2.083	1.958	2.859	0.036	3.823
whaleObs	0	7300501	North	J1	52	2003	7	30	5	21	31	52850.223287	No	Forage	1028	601	489241	5371771	-1.600	1.914	2.495	0.014	2.390
whaleObs	0	7300501	North	J1	52	2003	7	30	5	22	9	52850.223727	No	Forage	1007	469	489163	5371880	-2.053	2.868	3.527	0.028	0.139
whaleObs	0	7300501	North	J1	52	2003	7	30	5	22	41	52850.224097	No	Forage	989	359	489098	5371970	-2.031	2.813	3.469	0.002	0.018
whaleObs	0	7300501	North	J1	52	2003	7	30	5	23	8	52850.224398	No	Forage	976	280	489051	5372035	-1.808	2.500	3.085	0.015	2.426
whaleObs	0	7300501	North	J1	52	2003	7	30	5	23	34	52850.224699	No	Forage	969	196	488996	5372100	-2.115	2.500	3.275	0.012	2.963
whaleObs	0	7300501	North	J1	52	2003	7	30	5	23	53	52850.224931	No	Forage	960	144	488966	5372143	-1.500	2.150	2.622	0.035	1.746
whaleObs	0	7300501	North	J1	52	2003	7	30	5	25	27	52850.226007	No	Forage	921	-24	488875	5372290	-0.978	1.581	1.859	0.008	16.319
whaleObs	0	7300501	North	J1	52	2003	7	30	5	25	41	52850.226169	No	Forage	904	-42	488874	5372314	-0.071	1.714	1.716	0.065	9.528
whaleObs	0	7300501	North	J1	52	2003	7	30	5	25	57	52850.226354	No	Forage	890	-71	488863	5372345	-0.688	1.938	2.056	0.041	9.360
whaleObs	0	7300501	North	J1	52	2003	7	30	5	26	11	52850.226528	No	Forage	887	-95	488849	5372364	-0.933	1.267	1.573	0.048	28.450
whaleObs	0	7300501	North	J1	52	2003	7	30	5	26	26	52850.226690	No	Forage	856	-112	488858	5372398	0.643	2.429	2.512	0.140	8.288
whaleObs	0	7300501	North	J1	52	2003	7	30	5	26	48	52850.226944	No	Forage	833	-119	488870	5372419	0.545	0.955	1.099	0.067	0.000
whaleObs	0	7300501	North	J1	52	2003	7	30	5	26	59	52850.227072	No	Forage	825	-121	488874	5372426	0.364	0.636	0.733	0.033	36.268
whaleObs	0	7300501	North	J1	52	2003	7	30	5	27	10	52850.227199	No	Forage	824	-129	488869	5372433	-0.455	0.636	0.782	0.074	71.417
whaleObs	0	7300501	North	J1	52	2003	7	30	5	29	11	52850.228600	No	Forage	786	-87	488926	5372430	0.471	-0.025	0.472	0.009	51.674
whaleObs	0	7300501	North	J1	52	2003	7	30	5	29	32	52850.228843	No	Forage	774	-99	488926	5372447	0.000	0.810	0.810	0.046	30.829
whaleObs	0	7300501	North	J1	52	2003	7	30	5	29	46	52850.229005	No	Forage	777	-118	488910	5372458	-1.143	0.786	1.387	0.082	17.516
whaleObs	0	7300501	North	J1	52	2003	7	30	5	29	57	52850.229144	No	Forage	770	-137	488902	5372476	-0.667	1.500	1.641	0.072	8.165
whaleObs	0	7300501	North	J1	52	2003	7	30	5	30	12	52850.229317	No	Forage	767	-162	488886	5372496	-1.067	1.333	1.707	0.029	7.207
whaleObs	0	7300501	North	J1	52	2003	7	30	5	30	29	52850.229502	No	Forage	771	-192	488862	5372515	-1.500	1.187	1.913	0.029	8.544
whaleObs	0	7300501	North	J1	52	2003	7	30	5	30	42	52850.229664	No	Forage	768	-211	488851	5372530	-0.786	1.071	1.329	0.052	27.872
whaleObs	0	7300501	North	J1	52	2003	7	30	5	31	44	52850.230382	No	Forage	810	-259	488787	5372534	-1.032	0.065	1.034	0.017	14.670
whaleObs	0	7300501	North	J1	52	2003	7	30	5	31	57	52850.230532	No	Forage	818	-287	488761	5372549	-2.000	1.154	2.309	0.112	3.431
whaleObs	0	7300501	North	J1	52	2003	7	30	5	32	13	52850.230706	No	Forage	823	-319	488735	5372568	-1.733	1.267	2.147	0.019	1.040
whaleObs	0	7300501	North	J1	52	2003	7	30	5	32	27	52850.230868	No	Forage	828	-345	488713	5372583	-1.571	1.071	1.902	0.018	11.798
whaleObs	0	7300501	North	J1	52	2003	7	30	5	33	42	52850.231736	No	Forage	910	-477	488562	5372618	-2.013	0.467	2.067	0.010	47.548
whaleObs	0	7300501	North	J1	52	2003	7	30	5	36	10	52850.233449	No	Forage	846	-524	488574	5372697	0.081	0.534	0.540	0.014	43.880
whaleObs	0	7300501	North	J1	52	2003	7	30	5	36	23	52850.233600	No	Forage	852	-538	488560	5372702	-1.077	0.385	1.144	0.090	30.786
whaleObs	0	7300501	North	J1	52	2003	7	30	5	36	34	52850.233727	No	Forage	844	-551	488556	5372717	-0.364	1.364	1.411	0.110	31.781
whaleObs	0	7300501	North	J1	52	2003	7	30	5	36	45	52850.233866	No	Forage	829	-552	488566	5372728	0.833	0.917	1.239	0.106	1.515
whaleObs	0	7300501	North	J1	52	2003	7	30	5	36	56	52850.233981	No	Forage	810	-552	488580	5372742	1.400	1.400	1.980	0.074	29.219
whaleObs	0	7300501	North	J1	52	2003	7	30	5	37	6	52850.234097	No	Forage	800	-564	488578	5372757	-0.200	1.500	1.513	0.160	17.107
whaleObs	0	7300501	North	J1	52	2003	7	30	5	37	17	52850.234236	No	Forage	779	-572	488587	5372778	0.750	1.750	1.904	0.082	6.552
whaleObs	0	7300501	North	J1	52	2003	7	30	5	37	31	52850.234398	No	Forage	755	-577	488601	5372798	1.000	1.429	1.744	0.029	23.398
whaleObs	0	7300501	North	J1	52	2003	7	30	5	37	42	52850.234525	No	Forage	740	-596	488598	5372822	-0.273	2.182	2.199	0.134	6.283
whaleObs	0	7300501	North	J1	52	2003	7	30	5	37	58	52850.234711	No	Forage	729	-618	488590	5372846	-0.500	1.500	1.581	0.045	6.134
whaleObs	0	7300501	North	J1	52	2003	7	30	5	38	9	52850.234838	No	Forage	722	-643	488577	5372869	-1.182	2.091	2.402	0.082	6.971
whaleObs	0	7300501	North	J1	52	2003	7	30	5	38	22	52850.234977	No	Forage	711	-665	488570	5372892	-0.583	1.917	2.003	0.052	0.714
whaleObs	0	7300501	North	J1	52	2003	7	30	5	38	35	52850.235127	No	Forage	698	-687	488563	5372917	-0.538	1.923	1.997	0.003	17.549
whaleObs	0	7300501	North	J1	52	2003	7	30	5	38	52	52850.235324	No	Forage	660	-709	488575	5372959	0.706	2.471	2.569	0.080	4.639
whaleObs	0	7300501	North	J1	52	2003	7	30	5	39	8	52850.235509	No	Forage	624	-736	488581	5373004	0.375	2.813	2.837	0.030	11.575
whaleObs	0	7300501	North	J1	52	2003	7	30	5	39	46	52850.235961	No	Forage	550	-855	488549	5373140	-0.821	3.487	3.582	0.035	0.000
whaleObs	1	7300613	North	L57	26	2003	7	30	6	15	42	52850.260914	No	Forage	814	207	489114	5372202	0.000	0.000	0.000	0.000	0.000
whaleObs	1	7300613	North	L57	26	2003	7	30	6	16	4	52850.261169	No	Forage	837	173	489074	5372210	-1.818	0.364	1.854	0.084	8.475
whaleObs	1	7300613	North	L57	26	2003	7	30	6	16	20	52850.261354	No	Forage	840	163	489064	5372215	-0.625	0.313	0.699	0.075	81.283
whaleObs	1	7300613	North	L57	26	2003	7	30	6	16	44	52850.261632	No	Forage	842	170	489068	5372208	0.167	-0.292	0.336	0.041	93.150
whaleObs	1	7300613	North	L57	26	2003	7	30	6	20	16	52850.264074	No	Forage	832	-23	488938	5372352	-0.616	0.682	0.919	0.006	69.665
whaleObs	1	7300613	North	L57	26	2003	7	30	6	20	33	52850.264282	No	Forage	840	-18	488936	5372343	-0.111	-0.500	0.512	0.071	27.174
whaleObs	1	7300613	North	L57	26	2003	7	30	6	23	14	52850.266146	No	Forage	847	28	488964	5372305	0.174	-0.236	0.293	0.002	38.930
whaleObs	1	7300613	North	L57	26	2003	7	30	6	23	30	52850.266331	No	Forage	850	29	488962	5372302	-0.125	-0.188	0.225	0.019	97.808
whaleObs	1	7300613	North	L57	26	2003	7	30	6	23	46	52850.266505	No	Forage	843	27	488966	5372309	0.267	0.467	0.537	0.051	16.525
whaleObs	1	7300613	North	L57	26	2003	7	30	6	24	5	52850.266725	No	Forage	841	25	488966	5372312	0.000	0.158	0.158	0.021	67.202
whaleObs	1	7300613	North	L57	26	2003	7	30	6	24	26	52850.266968	No	Forage	839	30	488971	5372309	0.238	-0.143	0.278	0.018	34.322
whaleObs	1	7300613	North	L57	26	2003	7	30	6	30	35	52850.271238	No	Forage	647	79	489142	5372411	0.463	0.276	0.540	0.001	50.595
whaleObs	1	7300613	North	L57	26	2003	7	30	6	30	45	52850.271354	No	Forage	649	87	489146	5372404	0.400	-0.700	0.806	0.098	3.958
whaleObs	1	7300613	North	L57	26	2003	7	30	6	30	57	52850.271505	No	Forage	649	92	489149	5372400	0.231	-0.308	0.385	0.033	20.483
whaleObs	1	7300613	North	L57	26	2003	7	30	6	31	13	52850.271678	No	Forage	658	100	489149	5372388	0.000	-0.800	0.800	0.036	46.042
whaleObs	1	7300613	North	L57	26	2003	7	30	6	31	29	52850.271875	No	Forage	653	107	489157	5372387	0.471	-0.059	0.474	0.052	54.517
whaleObs	1	7300613	North	L57	26	2003	7	30	6	31	42	52850.272025	No	Forage	663	112	489154	5372376	-0.231	-0.846	0.877	0.081	3.218
whaleObs	1	7300613	North	L57	26	2003	7	30	6	31	58	52850.272199	No	Forage	668	116	489153	5372370	-0.067	-0.400	0.406	0.032	5.257
whaleObs	1	7300613	North	L57	26	2003	7	30	6	32	20	52850.272454	No	Forage	670	118	489153	5372367	0.000	-0.136	0.136	0.012	18.717
whaleObs	1	7300613	North	L57	26	2003	7	30	6	32	33	52850.272616	No	Forage	677	119	489149	5372361	-0.286	-0.429	0.515	0.029	16.070
whaleObs	1	7300613	North	L57	26	2003	7	30	6	32	50	52850.272812	No	Forage	686	127	489148	5372349	-0.059	-0.706	0.708	0.021	11.228
whaleObs	1	7300613	North	L57	26	2003	7	30	6	36	44	52850.275521	No	Forage	764	264	489190	5372197	0.179	-0.650	0.674	0.001	66.419
whaleObs	1	7300613	North	L57	26	2003	7	30	6	36	56	52850.275648	No	Forage	762	264	489191	5372198	0.091	0.091	0.129	0.068	0.000
whaleObs	2	7300326	South	L57	26	2003	7	30	13	32	37	52850.564317	No	Travel	1615	1563	502215	5365401	0.000	0.000	0.000	0.000	0.000
whaleObs	2	7300326	South	L57	26	2003	7	30	13	33	1	52850.564595	No	Travel	1591	1469	502122	5365430	-3.875	1.208	4.059	0.169	6.400
whaleObs	2	7300326	South	L57	26	2003	7	30	13	33	44	52850.565104	No	Travel	1512	1307	501964	5365517	-3.591	1.977	4.099	0.019	9.515
whaleObs	2	7300326	South	L57	26	2003	7	30	13	34	30	52850.565625	No	Travel	1487	1141	501800	5365551	-3.644	0.756	3.722	0.027	2.875
whaleObs	2	7300326	South	L57	26	2003	7	30	13	34	44	52850.565799	No	Travel	1473	1084	501744	5365568	-3.733	1.133	3.902	0.026	0.442
whaleObs	2	7300326	South	L57	26	2003	7	30	13	35	2	52850.565995	No	Travel	1461	1032	501692	5365583	-3.059	0.882	3.184	0.042	3.147
whaleObs	2	7300326	South	L57	26	2003	7	30	13	35	34	52850.566366	No	Travel	1445	906	501567	5365606	-3.906	0.719	3.972	0.027	0.785
whaleObs	2	7300326	South	L57	26	2003	7	30	13	36	9	52850.566771	No	Travel	1429	760	501422	5365629	-4.143	0.657	4.195	0.007	1.093
whaleObs	2	7300326	South	L57	26	2003	7	30	13	36	26	52850.566979	No	Travel	1420	692	501355	5365642	-3.722	0.722	3.792	0.024	5.159
whaleObs	2	7300326	South	L57	26	2003	7	30	13	37	13	52850.567512	No	Travel	1424	523	501186	5365647	-3.674	0.109	3.676	0.013	2.381
whaleObs	2	7300326	South	L57	26	2003	7	30	13	37	41	52850.567836	No	Travel	1418	418	501081	5365658	-3.750	0.393	3.771	0.011	3.057
whaleObs	2	7300326	South	L57	26	2003	7	30	13	38	18	52850.568275	No	Travel	1423	298	500961	5365659	-3.158	0.026	3.158	0.018	2.456
whaleObs	2	7300326	South	L57	26	2003	7	30	13	38	40	52850.568530	No	Travel	1421	228	500891	5365665	-3.182	0.273	3.193	0.011	1.328
whaleObs	2	7300326	South	L57	26	2003	7	30	13	39	6	52850.568819	No	Travel	1415	142	500805	5365676	-3.440	0.440	3.468	0.012	12.171
whaleObs	2	7300326	South	L57	26	2003	7	30	13	39	20	52850.568981	No	Travel	1397	107	500771	5365695	-2.429	1.357	2.782	0.098	9.743
whaleObs	2	7300326	South	L57	26	2003	7	30	13	39	39	52850.569201	No	Travel	1365	73	500739	5365729	-1.684	1.789	2.457	0.045	2.188
whaleObs	2	7300326	South	L57	26	2003	7	30	13	39	53	52850.569375	No	Travel	1342	45	500712	5365754	-1.800	1.667	2.453	0.011	19.828
whaleObs	2	7300326	South	L57	26	2003	7	30	13	42	29	52850.571181	No	Travel	1313	-350	500319	5365803	-2.519	0.314	2.539	0.010	0.072
whaleObs	2	7300326	South	L57	26	2003	7	30	13	42	50	52850.571412	No	Travel	1309	-413	500256	5365811	-3.150	0.400	3.175	0.032	13.757
whaleObs	2	7300326	South	L57	26	2003	7	30	13	43	20	52850.571771	No	Travel	1330	-469	500199	5365793	-1.839	-0.581	1.928	0.053	5.022
whaleObs	2	7300326	South	L57	26	2003	7	30	13	43	33	52850.571921	No	Travel	1345	-496	500171	5365779	-2.154	-1.077	2.408	0.045	15.521
whaleObs	2	7300326	South	L57	26	2003	7	30	13	44	54	52850.572859	No	Travel	1359	-997	499670	5365791	-6.185	0.148	6.187	0.052	33.851
whaleObs	2	7300326	South	L57	26	2003	7	30	13	46	42	52850.574109	No	Travel	1459	-1049	499613	5365694	-0.528	-0.898	1.042	0.053	41.903
whaleObs	2	7300326	South	L57	26	2003	7	30	13	47	41	52850.574792	No	Travel	1415	-1241	499423	5365748	-3.220	0.915	3.348	0.055	0.000
whaleObs	3	7300326	South	KW	-99	2003	7	30	13	50	49	52850.576968	No	Travel	922	-1034	499656	5366230	0.000	0.000	0.000	0.000	0.000
whaleObs	4	7300501	North	J28	10	2003	7	30	17	53	44	52850.745660	No	Rest	676	-10	489058	5372453	0.000	0.000	0.000	0.000	0.000
whaleObs	4	7300501	North	J28	10	2003	7	30	17	54	6	52850.745903	No	Rest	680	-33	489039	5372467	-0.905	0.667	1.124	0.054	11.020
whaleObs	4	7300501	North	J28	10	2003	7	30	17	55	38	52850.746979	No	Rest	645	-208	488940	5372615	-1.065	1.591	1.915	0.010	0.452
whaleObs	4	7300501	North	J28	10	2003	7	30	17	56	4	52850.747280	No	Rest	632	-277	488900	5372673	-1.538	2.231	2.710	0.031	5.018
whaleObs	4	7300501	North	J28	10	2003	7	30	17	56	17	52850.747419	No	Rest	624	-301	488889	5372696	-0.917	1.917	2.125	0.058	2.568
whaleObs	4	7300501	North	J28	10	2003	7	30	17	56	52	52850.747824	No	Rest	574	-413	488845	5372811	-1.257	3.286	3.518	0.040	16.510
whaleObs	4	7300501	North	J28	10	2003	7	30	17	57	49	52850.748495	No	Rest	588	-556	488734	5372902	-1.914	1.569	2.475	0.032	7.387
whaleObs	4	7300501	North	J28	10	2003	7	30	18	0	4	52850.750058	No	Rest	535	-951	488492	5373219	-1.793	2.348	2.954	0.006	11.601
whaleObs	4	7300501	North	J28	10	2003	7	30	18	0	20	52850.750231	No	Rest	540	-975	488471	5373232	-1.400	0.867	1.647	0.102	6.447
whaleObs	4	7300501	North	J28	10	2003	7	30	18	0	30	52850.750359	No	Rest	541	-1000	488453	5373249	-1.636	1.545	2.251	0.065	7.360
whaleObs	4	7300501	North	J28	10	2003	7	30	18	0	57	52850.750660	No	Rest	530	-1051	488424	5373293	-1.115	1.692	2.027	0.021	8.202
whaleObs	4	7300501	North	J28	10	2003	7	30	18	3	7	52850.752176	No	Rest	557	-1538	488060	5373619	-2.779	2.489	3.730	0.014	32.558
whaleObs	4	7300501	North	J28	10	2003	7	30	18	3	58	52850.752766	No	Rest	471	-1598	488079	5373722	0.373	2.020	2.054	0.062	0.000
whaleObs	5	7312340	North	L41	26	2003	7	31	11	43	5	52851.488264	No	Rest	611	678	489591	5372012	0.000	0.000	0.000	0.000	0.000
whaleObs	5	7312340	North	L41	26	2003	7	31	11	43	21	52851.488449	No	Rest	611	648	489570	5372033	-1.313	1.313	1.856	0.116	0.816
whaleObs	5	7312340	North	L41	26	2003	7	31	11	43	34	52851.488588	No	Rest	610	621	489551	5372053	-1.583	1.667	2.299	0.037	0.940
whaleObs	5	7312340	North	L41	26	2003	7	31	11	47	22	52851.491227	No	Rest	612	258	489293	5372309	-1.132	1.123	1.594	0.003	10.365
whaleObs	5	7312340	North	L41	26	2003	7	31	11	47	38	52851.491412	No	Rest	604	234	489282	5372331	-0.688	1.375	1.537	0.032	3.840
whaleObs	5	7312340	North	L41	26	2003	7	31	11	48	2	52851.491690	No	Rest	591	208	489272	5372359	-0.417	1.167	1.239	0.014	3.121
whaleObs	5	7312340	North	L41	26	2003	7	31	11	48	14	52851.491840	No	Rest	580	190	489267	5372379	-0.385	1.538	1.586	0.029	7.808
whaleObs	5	7312340	North	L41	26	2003	7	31	11	51	3	52851.493796	No	Rest	527	14	489180	5372542	-0.515	0.964	1.093	0.003	2.921
whaleObs	5	7312340	North	L41	26	2003	7	31	11	51	24	52851.494028	No	Rest	519	-6	489172	5372561	-0.400	0.950	1.031	0.006	1.969
whaleObs	5	7312340	North	L41	26	2003	7	31	11	51	38	52851.494190	No	Rest	510	-25	489165	5372581	-0.500	1.429	1.514	0.035	2.804
whaleObs	5	7312340	North	L41	26	2003	7	31	11	55	48	52851.497083	No	Rest	373	-255	489099	5372841	-0.264	1.040	1.073	0.002	11.527
whaleObs	5	7312340	North	L41	26	2003	7	31	11	56	7	52851.497315	No	Rest	369	-279	489085	5372861	-0.700	1.000	1.221	0.022	0.723
whaleObs	5	7312340	North	L41	26	2003	7	31	11	56	20	52851.497465	No	Rest	366	-293	489077	5372873	-0.615	0.923	1.109	0.009	4.876
whaleObs	5	7312340	North	L41	26	2003	7	31	11	59	39	52851.499769	No	Rest	359	-453	488969	5372991	-0.543	0.593	0.804	0.002	3.278
whaleObs	5	7312340	North	L41	26	2003	7	31	11	59	55	52851.499954	No	Rest	360	-465	488960	5372999	-0.563	0.500	0.753	0.006	7.534
whaleObs	5	7312340	North	L41	26	2003	7	31	12	0	14	52851.500162	No	Rest	364	-481	488945	5373007	-0.833	0.444	0.944	0.015	7.630
whaleObs	5	7312340	North	L41	26	2003	7	31	12	3	18	52851.502303	No	Rest	374	-646	488822	5373117	-0.665	0.595	0.892	0.001	5.666
whaleObs	5	7312340	North	L41	26	2003	7	31	12	3	36	52851.502512	No	Rest	377	-661	488809	5373125	-0.722	0.444	0.848	0.009	3.918
whaleObs	5	7312340	North	L41	26	2003	7	31	12	3	50	52851.502674	No	Rest	379	-673	488799	5373133	-0.714	0.571	0.915	0.009	9.363
whaleObs	5	7312340	North	L41	26	2003	7	31	12	6	42	52851.504664	No	Rest	353	-810	488720	5373248	-0.459	0.669	0.811	0.002	4.568
whaleObs	5	7312340	North	L41	26	2003	7	31	12	6	58	52851.504850	No	Rest	352	-828	488708	5373261	-0.750	0.813	1.106	0.020	4.627
whaleObs	5	7312340	North	L41	26	2003	7	31	12	7	14	52851.505023	No	Rest	348	-851	488695	5373280	-0.867	1.267	1.535	0.031	4.044
whaleObs	5	7312340	North	L41	26	2003	7	31	12	10	22	52851.507211	No	Rest	338	-1032	488574	5373416	-0.640	0.720	0.963	0.003	3.401
whaleObs	5	7312340	North	L41	26	2003	7	31	12	10	30	52851.507303	No	Rest	336	-1041	488569	5373423	-0.625	0.875	1.075	0.020	5.257
whaleObs	5	7312340	North	L41	26	2003	7	31	12	10	44	52851.507454	No	Rest	336	-1057	488557	5373435	-0.923	0.923	1.305	0.023	4.517
whaleObs	5	7312340	North	L41	26	2003	7	31	12	10	57	52851.507604	No	Rest	334	-1073	488548	5373447	-0.692	0.923	1.154	0.018	4.388
whaleObs	5	7312340	North	L41	26	2003	7	31	12	13	46	52851.509560	No	Rest	333	-1247	488425	5373571	-0.728	0.734	1.033	0.001	2.775
whaleObs	5	7312340	North	L41	26	2003	7	31	12	14	2	52851.509745	No	Rest	335	-1264	488412	5373582	-0.813	0.688	1.064	0.006	3.919
whaleObs	5	7312340	North	L41	26	2003	7	31	12	14	16	52851.509919	No	Rest	334	-1281	488400	5373595	-0.800	0.867	1.179	0.012	0.000
whaleObs	6	7312139	South	L79	24	2003	7	31	21	45	17	52851.906458	No	Forage	997	-2486	498201	5366231	0.000	0.000	0.000	0.000	0.000
whaleObs	6	7312139	South	L79	24	2003	7	31	21	45	55	52851.906887	No	Forage	1021	-2404	498281	5366202	2.162	-0.784	2.300	0.062	1.501
whaleObs	6	7312139	South	L79	24	2003	7	31	21	46	38	52851.907384	No	Forage	1047	-2303	498381	5366171	2.326	-0.721	2.435	0.004	1.148
whaleObs	6	7312139	South	L79	24	2003	7	31	21	47	43	52851.908148	No	Forage	1089	-2161	498521	5366122	2.121	-0.742	2.247	0.003	1.952
whaleObs	6	7312139	South	L79	24	2003	7	31	21	48	23	52851.908611	No	Forage	1121	-2071	498609	5366085	2.200	-0.925	2.387	0.005	4.771
whaleObs	6	7312139	South	L79	24	2003	7	31	21	48	57	52851.908993	No	Forage	1136	-1995	498684	5366066	2.273	-0.576	2.345	0.011	5.381
whaleObs	6	7312139	South	L79	24	2003	7	31	21	49	38	52851.909479	No	Forage	1170	-1905	498772	5366027	2.095	-0.929	2.292	0.009	0.755
whaleObs	6	7312139	South	L79	24	2003	7	31	21	57	2	52851.914618	No	Forage	1483	-1143	499518	5365675	1.680	-0.793	1.858	0.001	4.455
whaleObs	6	7312139	South	L79	24	2003	7	31	21	57	29	52851.914931	No	Forage	1490	-1113	499547	5365666	1.074	-0.333	1.125	0.028	3.750
whaleObs	6	7312139	South	L79	24	2003	7	31	21	57	56	52851.915243	No	Forage	1494	-1086	499574	5365661	1.000	-0.185	1.017	0.006	82.717
whaleObs	6	7312139	South	L79	24	2003	7	31	21	59	46	52851.916516	No	Forage	1405	-1198	499467	5365756	-0.973	0.864	1.301	0.020	0.710
whaleObs	6	7312139	South	L79	24	2003	7	31	22	0	13	52851.916829	No	Forage	1380	-1227	499439	5365782	-1.037	0.963	1.415	0.004	6.453
whaleObs	6	7312139	South	L79	24	2003	7	31	22	0	34	52851.917060	No	Forage	1365	-1256	499411	5365799	-1.400	0.850	1.638	0.019	0.167
whaleObs	6	7312139	South	L79	24	2003	7	31	22	0	56	52851.917315	No	Forage	1351	-1282	499386	5365814	-1.136	0.682	1.325	0.014	0.000
whaleObs	7	8020035	South	L41	26	2003	8	2	10	44	5	52853.447292	No	Forage	3164	285	500857	5363920	0.000	0.000	0.000	0.000	0.000
whaleObs	7	8020035	South	L41	26	2003	8	2	10	44	19	52853.447454	No	Forage	3132	266	500839	5363953	-1.286	2.357	2.685	0.192	5.287
whaleObs	7	8020035	South	L41	26	2003	8	2	10	44	33	52853.447616	No	Forage	3106	255	500830	5363979	-0.643	1.857	1.965	0.058	2.133
whaleObs	7	8020035	South	L41	26	2003	8	2	10	44	46	52853.447766	No	Forage	3081	243	500819	5364005	-0.846	2.000	2.172	0.019	1.388
whaleObs	7	8020035	South	L41	26	2003	8	2	10	45	2	52853.447951	No	Forage	3031	221	500800	5364056	-1.188	3.188	3.402	0.077	2.730
whaleObs	7	8020035	South	L41	26	2003	8	2	10	45	18	52853.448125	No	Forage	3013	211	500791	5364075	-0.600	1.267	1.402	0.134	10.777
whaleObs	7	8020035	South	L41	26	2003	8	2	10	45	34	52853.448310	No	Forage	2965	204	500786	5364123	-0.313	3.000	3.016	0.110	10.777
whaleObs	7	8020035	South	L41	26	2003	8	2	10	45	52	52853.448519	No	Forage	2928	184	500768	5364161	-1.000	2.111	2.336	0.062	11.320
whaleObs	7	8020035	South	L41	26	2003	8	2	10	46	3	52853.448646	No	Forage	2905	181	500766	5364184	-0.182	2.091	2.099	0.074	5.641
whaleObs	7	8020035	South	L41	26	2003	8	2	10	46	20	52853.448854	No	Forage	2869	169	500756	5364221	-0.556	2.056	2.129	0.021	6.771
whaleObs	7	8020035	South	L41	26	2003	8	2	10	46	36	52853.449039	No	Forage	2830	165	500754	5364260	-0.125	2.438	2.441	0.036	13.127
whaleObs	7	8020035	South	L41	26	2003	8	2	10	46	58	52853.449294	No	Forage	2789	142	500733	5364302	-0.955	1.909	2.134	0.045	5.204
