classtype	trackID	trackIDroberin	site	whaleID	age	year	month	day	hr	minute	sec	jDay	wCalf	ActivityState	Xroberin	Yroberin	utmE	utmN	vE	vN	v	a	tortuosity
whaleObs	23	9051500	North	K21	17	2003	9	5	15	22	52	52887.640891	No	Socializin	324	682	489797	5372212	0.180	0.049	0.187	0.004	57.573
whaleObs	23	9051500	North	K21	17	2003	9	5	15	24	18	52887.641875	No	Socializin	306	619	489765	5372270	-0.376	0.682	0.779	0.010	2.736
whaleObs	23	9051500	North	K21	17	2003	9	5	15	24	26	52887.641979	No	Socializin	299	600	489757	5372288	-0.889	2.000	2.189	0.157	2.109
whaleObs	23	9051500	North	K21	17	2003	9	5	15	24	50	52887.642245	No	Socializin	286	559	489737	5372326	-0.870	1.652	1.867	0.015	88.435
whaleObs	23	9051500	North	K21	17	2003	9	5	15	25	33	52887.642743	No	Socializin	285	582	489754	5372311	0.395	-0.349	0.527	0.055	10.214
whaleObs	23	9051500	North	K21	17	2003	9	5	15	26	39	52887.643519	No	Socializin	301	644	489786	5372256	0.478	-0.821	0.950	0.007	2.970
whaleObs	23	9051500	North	K21	17	2003	9	5	15	26	55	52887.643704	No	Socializin	305	669	489801	5372235	0.938	-1.313	1.613	0.042	1.893
whaleObs	23	9051500	North	K21	17	2003	9	5	15	29	0	52887.645139	No	Socializin	325	856	489919	5372089	0.952	-1.177	1.514	0.001	12.768
whaleObs	23	9051500	North	K21	17	2003	9	5	15	29	14	52887.645312	No	Socializin	320	872	489934	5372081	1.000	-0.533	1.133	0.043	9.871
whaleObs	23	9051500	North	K21	17	2003	9	5	15	29	25	52887.645428	No	Socializin	313	881	489945	5372079	1.100	-0.200	1.118	0.035	28.490
whaleObs	23	9051500	North	K21	17	2003	9	5	15	30	51	52887.646424	No	Socializin	333	947	489978	5372018	0.384	-0.709	0.806	0.010	51.784
whaleObs	23	9051500	North	K21	17	2003	9	5	15	31	7	52887.646609	No	Socializin	351	941	489961	5372010	-1.063	-0.500	1.174	0.091	56.483
whaleObs	23	9051500	North	K21	17	2003	9	5	15	31	21	52887.646782	No	Socializin	353	951	489967	5372002	0.400	-0.533	0.667	0.098	19.275
whaleObs	23	9051500	North	K21	17	2003	9	5	15	31	39	52887.646979	No	Socializin	341	974	489991	5371994	1.412	-0.471	1.488	0.060	33.475
whaleObs	23	9051500	North	K21	17	2003	9	5	15	32	12	52887.647361	No	Socializin	350	986	489994	5371979	0.091	-0.455	0.464	0.040	22.730
whaleObs	23	9051500	North	K21	17	2003	9	5	15	34	37	52887.649051	No	Socializin	318	1237	490194	5371824	1.370	-1.062	1.733	0.010	0.000
whaleObs	24	9061037	North	K12	31	2003	9	6	10	58	53	52888.457569	Pre	Rest	735	156	489134	5372294	0.000	0.000	0.000	0.000	0.000
whaleObs	24	9061037	North	K12	31	2003	9	6	10	59	36	52888.458056	Pre	Rest	740	51	489056	5372365	-1.857	1.690	2.511	0.060	0.500
whaleObs	24	9061037	North	K12	31	2003	9	6	10	59	54	52888.458264	Pre	Rest	741	5	489023	5372396	-1.833	1.722	2.515	0.002	4.517
whaleObs	24	9061037	North	K12	31	2003	9	6	11	0	8	52888.458437	Pre	Rest	735	-45	488991	5372436	-2.133	2.667	3.415	0.066	6.920
whaleObs	24	9061037	North	K12	31	2003	9	6	11	0	38	52888.458773	Pre	Rest	740	-85	488960	5372461	-1.069	0.862	1.373	0.072	10.937
whaleObs	24	9061037	North	K12	31	2003	9	6	11	1	7	52888.459109	Pre	Rest	730	-126	488938	5372497	-0.759	1.241	1.455	0.017	0.595
whaleObs	24	9061037	North	K12	31	2003	9	6	11	2	46	52888.460255	Pre	Rest	689	-283	488856	5372637	-0.828	1.414	1.639	0.002	2.565
whaleObs	24	9061037	North	K12	31	2003	9	6	11	3	11	52888.460544	Pre	Rest	668	-341	488829	5372693	-1.080	2.240	2.487	0.035	0.055
whaleObs	24	9061037	North	K12	31	2003	9	6	11	3	32	52888.460787	Pre	Rest	650	-394	488805	5372743	-1.143	2.381	2.641	0.007	3.344
whaleObs	24	9061037	North	K12	31	2003	9	6	11	3	59	52888.461111	Pre	Rest	634	-462	488768	5372803	-1.321	2.143	2.518	0.011	0.387
whaleObs	24	9061037	North	K12	31	2003	9	6	11	4	21	52888.461354	Pre	Rest	622	-507	488744	5372843	-1.143	1.905	2.221	0.014	3.045
whaleObs	24	9061037	North	K12	31	2003	9	6	11	7	11	52888.463333	Pre	Rest	586	-747	488600	5373038	-0.842	1.140	1.418	0.005	4.748
whaleObs	24	9061037	North	K12	31	2003	9	6	11	7	26	52888.463495	Pre	Rest	581	-765	488591	5373055	-0.643	1.214	1.374	0.015	0.774
whaleObs	24	9061037	North	K12	31	2003	9	6	11	7	56	52888.463843	Pre	Rest	568	-810	488568	5373096	-0.767	1.367	1.567	0.007	0.941
whaleObs	24	9061037	North	K12	31	2003	9	6	11	8	31	52888.464248	Pre	Rest	553	-858	488545	5373140	-0.657	1.257	1.419	0.004	1.870
whaleObs	24	9061037	North	K12	31	2003	9	6	11	8	50	52888.464468	Pre	Rest	546	-886	488530	5373165	-0.789	1.316	1.534	0.008	1.843
whaleObs	24	9061037	North	K12	31	2003	9	6	11	9	11	52888.464722	Pre	Rest	539	-909	488519	5373186	-0.500	0.955	1.078	0.021	18.614
whaleObs	24	9061037	North	K12	31	2003	9	6	11	11	28	52888.466296	Pre	Rest	576	-1038	488401	5373251	-0.868	0.478	0.991	0.004	16.605
whaleObs	24	9061037	North	K12	31	2003	9	6	11	11	56	52888.466632	Pre	Rest	561	-1101	488367	5373307	-1.172	1.931	2.259	0.051	2.610
whaleObs	24	9061037	North	K12	31	2003	9	6	11	12	14	52888.466840	Pre	Rest	553	-1125	488356	5373329	-0.611	1.222	1.366	0.050	0.837
whaleObs	24	9061037	North	K12	31	2003	9	6	11	13	43	52888.467870	Pre	Rest	518	-1238	488300	5373434	-0.629	1.180	1.337	0.001	9.313
whaleObs	24	9061037	North	K12	31	2003	9	6	11	14	4	52888.468102	Pre	Rest	493	-1276	488291	5373479	-0.450	2.250	2.295	0.054	8.800
whaleObs	24	9061037	North	K12	31	2003	9	6	11	14	24	52888.468345	Pre	Rest	479	-1318	488271	5373518	-0.952	1.857	2.087	0.030	4.026
whaleObs	24	9061037	North	K12	31	2003	9	6	11	14	58	52888.468727	Pre	Rest	453	-1374	488250	5373576	-0.636	1.758	1.869	0.010	3.413
whaleObs	24	9061037	North	K12	31	2003	9	6	11	15	25	52888.469051	Pre	Rest	427	-1417	488238	5373625	-0.429	1.750	1.802	0.007	9.680
whaleObs	24	9061037	North	K12	31	2003	9	6	11	15	54	52888.469375	Pre	Rest	416	-1460	488215	5373663	-0.821	1.357	1.586	0.020	7.426
whaleObs	24	9061037	North	K12	31	2003	9	6	11	16	11	52888.469583	Pre	Rest	403	-1486	488206	5373691	-0.500	1.556	1.634	0.021	0.258
whaleObs	24	9061037	North	K12	31	2003	9	6	11	16	30	52888.469803	Pre	Rest	388	-1516	488196	5373723	-0.526	1.684	1.765	0.007	0.000
whaleObs	25	9061139	North	L57	26	2003	9	6	11	42	8	52888.487604	No	Forage	300	180	489459	5372585	0.000	0.000	0.000	0.000	0.000
whaleObs	25	9061139	North	L57	26	2003	9	6	11	44	23	52888.489167	No	Forage	306	-6	489323	5372712	-1.007	0.941	1.378	0.010	42.496
whaleObs	25	9061139	North	L57	26	2003	9	6	11	46	51	52888.490880	No	Forage	372	-19	489267	5372675	-0.378	-0.250	0.454	0.009	35.255
whaleObs	25	9061139	North	L57	26	2003	9	6	11	48	38	52888.492106	No	Forage	393	-98	489196	5372716	-0.670	0.387	0.773	0.007	12.434
whaleObs	25	9061139	North	L57	26	2003	9	6	11	49	53	52888.492986	No	Forage	383	-175	489149	5372777	-0.618	0.803	1.013	0.006	5.882
whaleObs	25	9061139	North	L57	26	2003	9	6	11	52	18	52888.494653	No	Forage	394	-377	488998	5372912	-1.049	0.937	1.407	0.003	17.740
whaleObs	25	9061139	North	L57	26	2003	9	6	11	54	35	52888.496238	No	Forage	421	-415	488952	5372920	-0.336	0.058	0.341	0.008	23.497
whaleObs	25	9061139	North	L57	26	2003	9	6	11	56	34	52888.497627	No	Forage	403	-555	488865	5373032	-0.725	0.933	1.182	0.008	1.256
whaleObs	25	9061139	North	L57	26	2003	9	6	11	57	17	52888.498113	No	Forage	399	-605	488833	5373070	-0.762	0.905	1.183	0.001	3.206
whaleObs	25	9061139	North	L57	26	2003	9	6	11	57	54	52888.498542	No	Forage	390	-653	488805	5373111	-0.757	1.108	1.342	0.005	0.009
whaleObs	25	9061139	North	L57	26	2003	9	6	11	58	43	52888.499109	No	Forage	376	-725	488764	5373171	-0.837	1.224	1.483	0.003	6.548
whaleObs	25	9061139	North	L57	26	2003	9	6	11	59	42	52888.499792	No	Forage	380	-904	488635	5373295	-2.186	2.102	3.033	0.027	97.604
whaleObs	25	9061139	North	L57	26	2003	9	6	12	0	4	52888.500058	No	Forage	386	-802	488703	5373219	2.957	-3.304	4.434	0.324	97.163
whaleObs	25	9061139	North	L57	26	2003	9	6	12	0	39	52888.500463	No	Forage	375	-874	488659	5373278	-1.257	1.686	2.103	0.187	6.615
whaleObs	25	9061139	North	L57	26	2003	9	6	12	2	34	52888.501794	No	Forage	385	-1042	488533	5373389	-1.096	0.965	1.460	0.006	19.684
whaleObs	25	9061139	North	L57	26	2003	9	6	12	5	47	52888.504016	No	Forage	416	-1079	488485	5373394	-0.250	0.026	0.251	0.007	88.545
whaleObs	25	9061139	North	L57	26	2003	9	6	12	6	36	52888.504583	No	Forage	414	-1075	488489	5373392	0.082	-0.041	0.091	0.007	47.354
whaleObs	25	9061139	North	L57	26	2003	9	6	12	6	53	52888.504792	No	Forage	425	-1071	488485	5373382	-0.222	-0.556	0.598	0.033	0.000
whaleObs	26	9061236	North	L26	47	2003	9	6	12	37	13	52888.525845	No	Forage	694	131	489145	5372341	0.000	0.000	0.000	0.000	0.000
whaleObs	26	9061236	North	L26	47	2003	9	6	12	39	51	52888.527674	No	Forage	690	169	489175	5372316	0.190	-0.158	0.247	0.002	95.224
whaleObs	26	9061236	North	L26	47	2003	9	6	12	40	56	52888.528437	No	Forage	682	39	489088	5372414	-1.318	1.485	1.986	0.034	37.132
whaleObs	26	9061236	North	L26	47	2003	9	6	12	43	5	52888.529919	No	Forage	694	33	489076	5372410	-0.094	-0.031	0.099	0.015	3.281
whaleObs	26	9061236	North	L26	47	2003	9	6	12	43	19	52888.530081	No	Forage	701	28	489067	5372408	-0.643	-0.143	0.659	0.040	12.051
whaleObs	26	9061236	North	L26	47	2003	9	6	12	43	37	52888.530301	No	Forage	720	3	489036	5372413	-1.632	0.263	1.653	0.056	9.413
whaleObs	26	9061236	North	L26	47	2003	9	6	12	44	7	52888.530648	No	Forage	756	-102	488936	5372462	-3.333	1.633	3.712	0.073	18.118
whaleObs	26	9061236	North	L26	47	2003	9	6	12	44	58	52888.531227	No	Forage	734	-192	488888	5372541	-0.960	1.580	1.849	0.047	20.260
whaleObs	26	9061236	North	L26	47	2003	9	6	12	45	31	52888.531620	No	Forage	752	-236	488844	5372559	-1.294	0.529	1.398	0.032	14.857
whaleObs	26	9061236	North	L26	47	2003	9	6	12	46	0	52888.531956	No	Forage	750	-266	488824	5372582	-0.690	0.793	1.051	0.023	0.327
whaleObs	26	9061236	North	L26	47	2003	9	6	12	47	0	52888.532650	No	Forage	743	-397	488737	5372680	-1.450	1.633	2.184	0.019	29.776
whaleObs	26	9061236	North	L26	47	2003	9	6	12	47	37	52888.533067	No	Forage	768	-418	488704	5372677	-0.917	-0.083	0.920	0.050	11.361
whaleObs	26	9061236	North	L26	47	2003	9	6	12	49	0	52888.534028	No	Forage	790	-458	488660	5372689	-0.530	0.145	0.549	0.005	86.435
whaleObs	26	9061236	North	L26	47	2003	9	6	12	50	13	52888.534884	No	Forage	765	-440	488691	5372694	0.419	0.068	0.424	0.013	12.051
whaleObs	26	9061236	North	L26	47	2003	9	6	12	50	37	52888.535162	No	Forage	760	-432	488700	5372692	0.375	-0.083	0.384	0.007	8.406
whaleObs	26	9061236	North	L26	47	2003	9	6	12	51	15	52888.535590	No	Forage	744	-417	488722	5372693	0.595	0.027	0.595	0.007	14.758
whaleObs	26	9061236	North	L26	47	2003	9	6	12	51	55	52888.536065	No	Forage	733	-389	488749	5372681	0.659	-0.293	0.721	0.008	69.374
whaleObs	26	9061236	North	L26	47	2003	9	6	12	56	42	52888.539375	No	Forage	639	-529	488717	5372847	-0.112	0.580	0.591	0.004	82.026
whaleObs	26	9061236	North	L26	47	2003	9	6	12	57	7	52888.539676	No	Forage	639	-506	488733	5372830	0.615	-0.654	0.898	0.055	48.078
whaleObs	26	9061236	North	L26	47	2003	9	6	12	57	29	52888.539931	No	Forage	631	-505	488739	5372835	0.273	0.227	0.355	0.043	65.831
whaleObs	26	9061236	North	L26	47	2003	9	6	12	57	52	52888.540185	No	Forage	634	-501	488740	5372830	0.045	-0.227	0.232	0.023	52.325
whaleObs	26	9061236	North	L26	47	2003	9	6	12	58	8	52888.540370	No	Forage	653	-516	488716	5372827	-1.500	-0.188	1.512	0.097	3.414
whaleObs	26	9061236	North	L26	47	2003	9	6	13	2	59	52888.543738	No	Forage	746	-573	488610	5372802	-0.364	-0.086	0.374	0.004	68.793
whaleObs	26	9061236	North	L26	47	2003	9	6	13	3	10	52888.543866	No	Forage	738	-577	488613	5372810	0.273	0.727	0.777	0.094	2.478
whaleObs	26	9061236	North	L26	47	2003	9	6	13	3	32	52888.544132	No	Forage	723	-582	488620	5372825	0.304	0.652	0.720	0.004	33.641
whaleObs	26	9061236	North	L26	47	2003	9	6	13	3	48	52888.544306	No	Forage	721	-591	488615	5372832	-0.333	0.467	0.573	0.044	4.985
whaleObs	26	9061236	North	L26	47	2003	9	6	13	3	59	52888.544444	No	Forage	719	-597	488612	5372838	-0.250	0.500	0.559	0.007	10.242
whaleObs	26	9061236	North	L26	47	2003	9	6	13	4	9	52888.544549	No	Forage	715	-603	488611	5372845	-0.111	0.778	0.786	0.035	60.242
whaleObs	26	9061236	North	L26	47	2003	9	6	13	4	23	52888.544711	No	Forage	717	-603	488609	5372844	-0.143	-0.071	0.160	0.061	33.475
whaleObs	26	9061236	North	L26	47	2003	9	6	13	4	38	52888.544884	No	Forage	718	-607	488606	5372846	-0.200	0.133	0.240	0.014	66.525
whaleObs	26	9061236	North	L26	47	2003	9	6	13	5	14	52888.545301	No	Forage	716	-606	488608	5372847	0.056	0.028	0.062	0.008	79.517
whaleObs	26	9061236	North	L26	47	2003	9	6	13	5	27	52888.545451	No	Forage	722	-604	488605	5372841	-0.231	-0.462	0.516	0.044	21.042
whaleObs	26	9061236	North	L26	47	2003	9	6	13	5	43	52888.545648	No	Forage	725	-600	488606	5372836	0.059	-0.294	0.300	0.020	3.958
whaleObs	26	9061236	North	L26	47	2003	9	6	13	6	19	52888.546065	No	Forage	729	-592	488609	5372827	0.083	-0.250	0.264	0.001	31.960
whaleObs	26	9061236	North	L26	47	2003	9	6	13	6	45	52888.546354	No	Forage	727	-588	488613	5372826	0.160	-0.040	0.165	0.009	0.677
whaleObs	26	9061236	North	L26	47	2003	9	6	13	7	9	52888.546632	No	Forage	721	-578	488624	5372823	0.458	-0.125	0.475	0.013	11.540
whaleObs	26	9061236	North	L26	47	2003	9	6	13	7	31	52888.546887	No	Forage	719	-564	488635	5372815	0.500	-0.364	0.618	0.011	27.338
whaleObs	26	9061236	North	L26	47	2003	9	6	13	7	53	52888.547153	No	Forage	727	-555	488636	5372803	0.043	-0.522	0.524	0.021	22.354
whaleObs	26	9061236	North	L26	47	2003	9	6	13	8	20	52888.547465	No	Forage	727	-535	488650	5372789	0.519	-0.519	0.733	0.018	0.485
whaleObs	26	9061236	North	L26	47	2003	9	6	13	12	24	52888.550289	No	Forage	723	-257	488850	5372595	0.820	-0.795	1.142	0.002	24.515
whaleObs	26	9061236	North	L26	47	2003	9	6	13	12	35	52888.550417	No	Forage	718	-252	488857	5372595	0.636	0.000	0.636	0.074	22.881
whaleObs	26	9061236	North	L26	47	2003	9	6	13	12	51	52888.550602	No	Forage	707	-252	488865	5372602	0.500	0.438	0.664	0.029	5.679
whaleObs	26	9061236	North	L26	47	2003	9	6	13	13	5	52888.550764	No	Forage	702	-250	488870	5372605	0.357	0.214	0.416	0.019	46.719
whaleObs	26	9061236	North	L26	47	2003	9	6	13	13	20	52888.550926	No	Forage	702	-245	488873	5372601	0.214	-0.286	0.357	0.037	47.297
whaleObs	26	9061236	North	L26	47	2003	9	6	13	13	39	52888.551146	No	Forage	693	-243	488881	5372606	0.421	0.263	0.497	0.031	40.337
whaleObs	26	9061236	North	L26	47	2003	9	6	13	13	53	52888.551319	No	Forage	692	-234	488888	5372600	0.467	-0.400	0.615	0.044	31.662
whaleObs	26	9061236	North	L26	47	2003	9	6	13	14	12	52888.551539	No	Forage	677	-225	488905	5372605	0.895	0.263	0.933	0.042	29.589
whaleObs	26	9061236	North	L26	47	2003	9	6	13	14	44	52888.551898	No	Forage	671	-186	488937	5372581	1.032	-0.774	1.290	0.034	26.208
whaleObs	26	9061236	North	L26	47	2003	9	6	13	15	5	52888.552153	No	Forage	653	-173	488959	5372585	1.000	0.182	1.016	0.043	28.798
whaleObs	26	9061236	North	L26	47	2003	9	6	13	15	40	52888.552558	No	Forage	650	-126	488994	5372554	1.000	-0.886	1.336	0.031	16.113
whaleObs	26	9061236	North	L26	47	2003	9	6	13	15	54	52888.552708	No	Forage	645	-119	489003	5372552	0.692	-0.154	0.709	0.061	0.837
whaleObs	26	9061236	North	L26	47	2003	9	6	13	16	15	52888.552963	No	Forage	641	-112	489011	5372550	0.364	-0.091	0.375	0.015	9.632
whaleObs	26	9061236	North	L26	47	2003	9	6	13	16	51	52888.553380	No	Forage	630	-65	489052	5372525	1.139	-0.694	1.334	0.027	0.000
whaleObs	27	9061349	North	L71	17	2003	9	6	13	50	14	52888.576562	No	Forage	727	696	489522	5371917	0.000	0.000	0.000	0.000	0.000
whaleObs	27	9061349	North	L71	17	2003	9	6	13	50	38	52888.576840	No	Forage	736	721	489533	5371893	0.458	-1.000	1.100	0.046	90.034
whaleObs	27	9061349	North	L71	17	2003	9	6	13	51	0	52888.577095	No	Forage	566	506	489501	5372166	-1.455	12.409	12.494	0.616	99.582
whaleObs	27	9061349	North	L71	17	2003	9	6	13	51	37	52888.577523	No	Forage	773	775	489545	5371829	1.189	-9.108	9.185	0.586	7.054
whaleObs	27	9061349	North	L71	17	2003	9	6	13	52	6	52888.577847	No	Forage	786	804	489556	5371799	0.393	-1.071	1.141	0.288	10.054
whaleObs	27	9061349	North	L71	17	2003	9	6	13	52	39	52888.578229	No	Forage	791	846	489582	5371766	0.788	-1.000	1.273	0.012	0.873
whaleObs	27	9061349	North	L71	17	2003	9	6	13	52	49	52888.578345	No	Forage	792	853	489587	5371760	0.500	-0.600	0.781	0.049	23.123
whaleObs	27	9061349	North	L71	17	2003	9	6	13	53	8	52888.578576	No	Forage	1183	1220	489570	5371224	-0.850	-26.800	26.813	1.312	93.510
whaleObs	27	9061349	North	L71	17	2003	9	6	13	57	22	52888.581516	No	Forage	807	686	489458	5371868	-0.441	2.535	2.573	0.116	97.683
whaleObs	27	9061349	North	L71	17	2003	9	6	13	57	40	52888.581725	No	Forage	809	689	489459	5371864	0.056	-0.222	0.229	0.156	30.782
whaleObs	27	9061349	North	L71	17	2003	9	6	13	57	51	52888.581852	No	Forage	805	697	489467	5371861	0.727	-0.273	0.777	0.061	88.580
whaleObs	27	9061349	North	L71	17	2003	9	6	13	58	2	52888.581979	No	Forage	808	695	489464	5371861	-0.273	0.000	0.273	0.094	64.758
whaleObs	27	9061349	North	L71	17	2003	9	6	13	58	29	52888.582292	No	Forage	815	718	489475	5371839	0.407	-0.815	0.911	0.039	23.554
whaleObs	27	9061349	North	L71	17	2003	9	6	13	58	36	52888.582361	No	Forage	810	731	489488	5371834	2.167	-0.833	2.321	0.293	20.126
whaleObs	27	9061349	North	L71	17	2003	9	6	13	59	6	52888.582720	No	Forage	813	747	489497	5371820	0.290	-0.452	0.537	0.062	18.501
whaleObs	27	9061349	North	L71	17	2003	9	6	13	59	28	52888.582963	No	Forage	806	766	489515	5371812	0.857	-0.381	0.938	0.027	16.204
whaleObs	27	9061349	North	L71	17	2003	9	6	13	59	44	52888.583160	No	Forage	808	781	489524	5371800	0.529	-0.706	0.882	0.027	2.488
whaleObs	27	9061349	North	L71	17	2003	9	6	14	0	8	52888.583437	No	Forage	810	814	489546	5371775	0.917	-1.042	1.388	0.021	0.546
whaleObs	27	9061349	North	L71	17	2003	9	6	14	0	32	52888.583704	No	Forage	812	840	489563	5371755	0.739	-0.870	1.141	0.011	17.839
whaleObs	27	9061349	North	L71	17	2003	9	6	14	0	48	52888.583900	No	Forage	794	875	489601	5371743	2.235	-0.706	2.344	0.089	45.520
whaleObs	27	9061349	North	L71	17	2003	9	6	14	0	59	52888.584028	No	Forage	809	886	489598	5371725	-0.273	-1.636	1.659	0.243	29.633
whaleObs	27	9061349	North	L71	17	2003	9	6	14	1	29	52888.584375	No	Forage	809	922	489623	5371699	0.833	-0.867	1.202	0.045	11.636
whaleObs	27	9061349	North	L71	17	2003	9	6	14	1	56	52888.584676	No	Forage	820	948	489634	5371673	0.423	-1.000	1.086	0.017	8.302
whaleObs	27	9061349	North	L71	17	2003	9	6	14	2	28	52888.585046	No	Forage	826	993	489662	5371637	0.875	-1.125	1.425	0.015	1.806
whaleObs	27	9061349	North	L71	17	2003	9	6	14	3	3	52888.585451	No	Forage	835	1043	489691	5371595	0.829	-1.200	1.458	0.003	5.846
whaleObs	27	9061349	North	L71	17	2003	9	6	14	3	32	52888.585787	No	Forage	850	1082	489708	5371557	0.586	-1.310	1.435	0.009	25.070
whaleObs	27	9061349	North	L71	17	2003	9	6	14	4	2	52888.586134	No	Forage	837	1111	489737	5371546	0.967	-0.367	1.034	0.034	48.855
whaleObs	27	9061349	North	L71	17	2003	9	6	14	4	15	52888.586285	No	Forage	818	1103	489745	5371565	0.615	1.462	1.586	0.143	3.184
whaleObs	27	9061349	North	L71	17	2003	9	6	14	4	23	52888.586389	No	Forage	806	1096	489749	5371578	0.444	1.444	1.511	0.019	2.186
whaleObs	27	9061349	North	L71	17	2003	9	6	14	4	40	52888.586586	No	Forage	781	1085	489759	5371604	0.588	1.529	1.639	0.010	59.527
whaleObs	27	9061349	North	L71	17	2003	9	6	14	6	14	52888.587674	No	Forage	767	1197	489848	5371534	0.947	-0.745	1.205	0.024	0.792
whaleObs	27	9061349	North	L71	17	2003	9	6	14	6	43	52888.587998	No	Forage	764	1235	489877	5371510	1.036	-0.857	1.344	0.005	8.554
whaleObs	27	9061349	North	L71	17	2003	9	6	14	7	19	52888.588426	No	Forage	774	1295	489912	5371460	0.946	-1.351	1.650	0.014	8.918
whaleObs	27	9061349	North	L71	17	2003	9	6	14	7	59	52888.588877	No	Forage	768	1355	489959	5371422	1.205	-0.974	1.550	0.012	2.471
whaleObs	27	9061349	North	L71	17	2003	9	6	14	8	34	52888.589282	No	Forage	757	1412	490007	5371389	1.371	-0.943	1.664	0.005	0.455
whaleObs	27	9061349	North	L71	17	2003	9	6	14	9	8	52888.589676	No	Forage	745	1472	490058	5371355	1.500	-1.000	1.803	0.004	2.325
whaleObs	27	9061349	North	L71	17	2003	9	6	14	9	33	52888.589965	No	Forage	741	1506	490085	5371334	1.080	-0.840	1.368	0.018	7.983
whaleObs	27	9061349	North	L71	17	2003	9	6	14	13	6	52888.592442	No	Forage	762	1673	490188	5371201	0.481	-0.621	0.786	0.003	14.825
whaleObs	27	9061349	North	L71	17	2003	9	6	14	13	21	52888.592616	No	Forage	753	1697	490211	5371190	1.533	-0.733	1.700	0.071	14.037
whaleObs	27	9061349	North	L71	17	2003	9	6	14	13	40	52888.592836	No	Forage	757	1731	490233	5371163	1.158	-1.421	1.833	0.041	4.201
whaleObs	27	9061349	North	L71	17	2003	9	6	14	14	18	52888.593264	No	Forage	756	1778	490267	5371131	0.919	-0.865	1.262	0.016	3.742
whaleObs	27	9061349	North	L71	17	2003	9	6	14	14	42	52888.593542	No	Forage	751	1811	490294	5371111	1.125	-0.833	1.400	0.009	7.729
whaleObs	27	9061349	North	L71	17	2003	9	6	14	15	1	52888.593773	No	Forage	754	1841	490313	5371088	0.950	-1.150	1.492	0.018	2.282
whaleObs	27	9061349	North	L71	17	2003	9	6	14	15	35	52888.594155	No	Forage	755	1902	490355	5371044	1.273	-1.333	1.843	0.011	0.000
whaleObs	28	9080951	North	K12	31	2003	9	8	10	4	36	52890.419861	Pre	Rest	661	878	489697	5371835	0.000	0.000	0.000	0.000	0.000
whaleObs	28	9080951	North	K12	31	2003	9	8	10	4	55	52890.420093	Pre	Rest	662	862	489685	5371846	-0.600	0.550	0.814	0.041	13.375
whaleObs	28	9080951	North	K12	31	2003	9	8	10	5	16	52890.420336	Pre	Rest	666	853	489676	5371849	-0.429	0.143	0.452	0.021	35.982
whaleObs	28	9080951	North	K12	31	2003	9	8	10	7	4	52890.421574	Pre	Rest	727	855	489634	5371805	-0.393	-0.411	0.568	0.005	13.505
whaleObs	28	9080951	North	K12	31	2003	9	8	10	7	25	52890.421829	Pre	Rest	762	872	489621	5371768	-0.591	-1.682	1.783	0.058	4.102
whaleObs	28	9080951	North	K12	31	2003	9	8	10	7	50	52890.422106	Pre	Rest	790	890	489614	5371735	-0.292	-1.375	1.406	0.018	29.346
whaleObs	28	9080951	North	K12	31	2003	9	8	10	8	9	52890.422338	Pre	Rest	808	884	489597	5371727	-0.850	-0.400	0.939	0.056	4.084
whaleObs	28	9080951	North	K12	31	2003	9	8	10	10	7	52890.423704	Pre	Rest	863	855	489538	5371708	-0.500	-0.161	0.525	0.004	1.185
whaleObs	28	9080951	North	K12	31	2003	9	8	10	10	28	52890.423935	Pre	Rest	874	851	489527	5371704	-0.550	-0.200	0.585	0.003	3.304
whaleObs	28	9080951	North	K12	31	2003	9	8	10	10	42	52890.424109	Pre	Rest	884	844	489515	5371701	-0.800	-0.200	0.825	0.017	1.515
whaleObs	28	9080951	North	K12	31	2003	9	8	10	10	58	52890.424282	Pre	Rest	893	838	489505	5371699	-0.667	-0.133	0.680	0.010	40.178
whaleObs	28	9080951	North	K12	31	2003	9	8	10	17	20	52890.428715	Pre	Rest	776	432	489300	5372069	-0.535	0.966	1.104	0.003	22.388
whaleObs	28	9080951	North	K12	31	2003	9	8	10	17	31	52890.428831	Pre	Rest	772	430	489301	5372074	0.100	0.500	0.510	0.079	12.433
whaleObs	28	9080951	North	K12	31	2003	9	8	10	17	41	52890.428958	Pre	Rest	769	429	489303	5372077	0.182	0.273	0.328	0.022	6.283
whaleObs	28	9080951	North	K12	31	2003	9	8	10	17	57	52890.429132	Pre	Rest	763	429	489307	5372081	0.267	0.267	0.377	0.006	16.141
whaleObs	28	9080951	North	K12	31	2003	9	8	10	18	6	52890.429236	Pre	Rest	757	425	489309	5372088	0.222	0.778	0.809	0.057	19.100
whaleObs	28	9080951	North	K12	31	2003	9	8	10	18	16	52890.429363	Pre	Rest	754	420	489307	5372094	-0.182	0.545	0.575	0.042	10.242
whaleObs	28	9080951	North	K12	31	2003	9	8	10	18	30	52890.429525	Pre	Rest	753	415	489304	5372098	-0.214	0.286	0.357	0.019	66.712
whaleObs	28	9080951	North	K12	31	2003	9	8	10	19	21	52890.430104	Pre	Rest	720	441	489346	5372103	0.840	0.100	0.846	0.021	56.470
whaleObs	28	9080951	North	K12	31	2003	9	8	10	19	32	52890.430243	Pre	Rest	717	435	489344	5372109	-0.167	0.500	0.527	0.090	8.475
